Torque-teno-midi-virus-10_taxid_2065051.gbk,Torque-teno-midi-virus-11_taxid_2065052.gbk
Torque-teno-midi-virus-7_taxid_2065048.gbk,Torque-teno-virus-20_taxid_687359.gbk
Torque-teno-midi-virus-7_taxid_2065048.gbk,Torque-teno-virus-21_taxid_687360.gbk
Torque-teno-midi-virus-7_taxid_2065048.gbk,Torque-teno-virus-23_taxid_687362.gbk
Torque-teno-midi-virus-7_taxid_2065048.gbk,Torque-teno-virus-24_taxid_687363.gbk
Torque-teno-midi-virus-7_taxid_2065048.gbk,Torque-teno-virus-2_taxid_687341.gbk
Torque-teno-midi-virus-7_taxid_2065048.gbk,Torque-teno-virus-5_taxid_687344.gbk
Torque-teno-midi-virus-8_taxid_2065049.gbk,Torque-teno-midi-virus-10_taxid_2065051.gbk
Torque-teno-midi-virus-8_taxid_2065049.gbk,Torque-teno-midi-virus-11_taxid_2065052.gbk
Torque-teno-midi-virus-8_taxid_2065049.gbk,Torque-teno-midi-virus-12_taxid_2065053.gbk
Torque-teno-midi-virus-8_taxid_2065049.gbk,Torque-teno-midi-virus-13_taxid_2065054.gbk
Torque-teno-midi-virus-8_taxid_2065049.gbk,Torque-teno-midi-virus-14_taxid_2065055.gbk
Torque-teno-midi-virus-8_taxid_2065049.gbk,Torque-teno-midi-virus-15_taxid_2065056.gbk
Torque-teno-midi-virus-8_taxid_2065049.gbk,Torque-teno-midi-virus-1_taxid_687379.gbk
Torque-teno-midi-virus-8_taxid_2065049.gbk,Torque-teno-midi-virus-2_taxid_687380.gbk
Torque-teno-midi-virus-8_taxid_2065049.gbk,Torque-teno-midi-virus-5_taxid_2065046.gbk
Torque-teno-midi-virus-8_taxid_2065049.gbk,Torque-teno-midi-virus-6_taxid_2065047.gbk
Torque-teno-midi-virus-8_taxid_2065049.gbk,Torque-teno-midi-virus-7_taxid_2065048.gbk
Torque-teno-midi-virus-8_taxid_2065049.gbk,Torque-teno-midi-virus-9_taxid_2065050.gbk
Torque-teno-midi-virus-8_taxid_2065049.gbk,Torque-teno-tamarin-virus_taxid_687382.gbk
Torque-teno-midi-virus-8_taxid_2065049.gbk,Torque-teno-virus-11_taxid_687350.gbk
Torque-teno-midi-virus-8_taxid_2065049.gbk,Torque-teno-virus-13_taxid_687352.gbk
Torque-teno-midi-virus-8_taxid_2065049.gbk,Torque-teno-virus-20_taxid_687359.gbk
Torque-teno-midi-virus-8_taxid_2065049.gbk,Torque-teno-virus-21_taxid_687360.gbk
Torque-teno-midi-virus-8_taxid_2065049.gbk,Torque-teno-virus-23_taxid_687362.gbk
Torque-teno-midi-virus-8_taxid_2065049.gbk,Torque-teno-virus-24_taxid_687363.gbk
Torque-teno-midi-virus-8_taxid_2065049.gbk,Torque-teno-virus-2_taxid_687341.gbk
Torque-teno-midi-virus-8_taxid_2065049.gbk,Torque-teno-virus-5_taxid_687344.gbk
Torque-teno-midi-virus-9_taxid_2065050.gbk,Torque-teno-midi-virus-10_taxid_2065051.gbk
Torque-teno-midi-virus-9_taxid_2065050.gbk,Torque-teno-midi-virus-11_taxid_2065052.gbk
Torque-teno-midi-virus-9_taxid_2065050.gbk,Torque-teno-midi-virus-12_taxid_2065053.gbk
Torque-teno-midi-virus-9_taxid_2065050.gbk,Torque-teno-midi-virus-13_taxid_2065054.gbk
Torque-teno-midi-virus-9_taxid_2065050.gbk,Torque-teno-midi-virus-14_taxid_2065055.gbk
Torque-teno-midi-virus-9_taxid_2065050.gbk,Torque-teno-midi-virus-15_taxid_2065056.gbk
Torque-teno-midi-virus-9_taxid_2065050.gbk,Torque-teno-midi-virus-1_taxid_687379.gbk
Torque-teno-midi-virus-9_taxid_2065050.gbk,Torque-teno-midi-virus-2_taxid_687380.gbk
Torque-teno-midi-virus-9_taxid_2065050.gbk,Torque-teno-midi-virus-5_taxid_2065046.gbk
Torque-teno-midi-virus-9_taxid_2065050.gbk,Torque-teno-midi-virus-6_taxid_2065047.gbk
Torque-teno-midi-virus-9_taxid_2065050.gbk,Torque-teno-midi-virus-7_taxid_2065048.gbk
Torque-teno-midi-virus-9_taxid_2065050.gbk,Torque-teno-midi-virus-8_taxid_2065049.gbk
Torque-teno-midi-virus-9_taxid_2065050.gbk,Torque-teno-tamarin-virus_taxid_687382.gbk
Torque-teno-midi-virus-9_taxid_2065050.gbk,Torque-teno-virus-11_taxid_687350.gbk
Torque-teno-midi-virus-9_taxid_2065050.gbk,Torque-teno-virus-13_taxid_687352.gbk
Torque-teno-midi-virus-9_taxid_2065050.gbk,Torque-teno-virus-20_taxid_687359.gbk
Torque-teno-midi-virus-9_taxid_2065050.gbk,Torque-teno-virus-21_taxid_687360.gbk
Torque-teno-midi-virus-9_taxid_2065050.gbk,Torque-teno-virus-23_taxid_687362.gbk
Torque-teno-midi-virus-9_taxid_2065050.gbk,Torque-teno-virus-24_taxid_687363.gbk
Torque-teno-midi-virus-9_taxid_2065050.gbk,Torque-teno-virus-2_taxid_687341.gbk
Torque-teno-midi-virus-9_taxid_2065050.gbk,Torque-teno-virus-5_taxid_687344.gbk
Torque-teno-tamarin-virus_taxid_687382.gbk,Torque-teno-midi-virus-10_taxid_2065051.gbk
Torque-teno-tamarin-virus_taxid_687382.gbk,Torque-teno-midi-virus-11_taxid_2065052.gbk
Torque-teno-tamarin-virus_taxid_687382.gbk,Torque-teno-midi-virus-12_taxid_2065053.gbk
Torque-teno-tamarin-virus_taxid_687382.gbk,Torque-teno-midi-virus-13_taxid_2065054.gbk
Torque-teno-tamarin-virus_taxid_687382.gbk,Torque-teno-midi-virus-14_taxid_2065055.gbk
Torque-teno-tamarin-virus_taxid_687382.gbk,Torque-teno-midi-virus-15_taxid_2065056.gbk
Torque-teno-tamarin-virus_taxid_687382.gbk,Torque-teno-midi-virus-1_taxid_687379.gbk
Torque-teno-tamarin-virus_taxid_687382.gbk,Torque-teno-midi-virus-2_taxid_687380.gbk
Torque-teno-tamarin-virus_taxid_687382.gbk,Torque-teno-midi-virus-5_taxid_2065046.gbk
Torque-teno-tamarin-virus_taxid_687382.gbk,Torque-teno-midi-virus-6_taxid_2065047.gbk
Torque-teno-tamarin-virus_taxid_687382.gbk,Torque-teno-midi-virus-7_taxid_2065048.gbk
Torque-teno-tamarin-virus_taxid_687382.gbk,Torque-teno-midi-virus-8_taxid_2065049.gbk
Torque-teno-tamarin-virus_taxid_687382.gbk,Torque-teno-midi-virus-9_taxid_2065050.gbk
Torque-teno-tamarin-virus_taxid_687382.gbk,Torque-teno-virus-11_taxid_687350.gbk
Torque-teno-tamarin-virus_taxid_687382.gbk,Torque-teno-virus-13_taxid_687352.gbk
Torque-teno-tamarin-virus_taxid_687382.gbk,Torque-teno-virus-20_taxid_687359.gbk
Torque-teno-tamarin-virus_taxid_687382.gbk,Torque-teno-virus-21_taxid_687360.gbk
Torque-teno-tamarin-virus_taxid_687382.gbk,Torque-teno-virus-23_taxid_687362.gbk
Torque-teno-tamarin-virus_taxid_687382.gbk,Torque-teno-virus-24_taxid_687363.gbk
Torque-teno-tamarin-virus_taxid_687382.gbk,Torque-teno-virus-2_taxid_687341.gbk
Torque-teno-tamarin-virus_taxid_687382.gbk,Torque-teno-virus-5_taxid_687344.gbk
Torque-teno-virus-11_taxid_687350.gbk,Torque-teno-midi-virus-10_taxid_2065051.gbk
Torque-teno-virus-11_taxid_687350.gbk,Torque-teno-midi-virus-11_taxid_2065052.gbk
Torque-teno-virus-11_taxid_687350.gbk,Torque-teno-midi-virus-12_taxid_2065053.gbk
Torque-teno-virus-11_taxid_687350.gbk,Torque-teno-midi-virus-13_taxid_2065054.gbk
Torque-teno-virus-11_taxid_687350.gbk,Torque-teno-midi-virus-14_taxid_2065055.gbk
Torque-teno-virus-11_taxid_687350.gbk,Torque-teno-midi-virus-15_taxid_2065056.gbk
Torque-teno-virus-11_taxid_687350.gbk,Torque-teno-midi-virus-1_taxid_687379.gbk
Torque-teno-virus-11_taxid_687350.gbk,Torque-teno-midi-virus-2_taxid_687380.gbk
Torque-teno-virus-11_taxid_687350.gbk,Torque-teno-midi-virus-5_taxid_2065046.gbk
Torque-teno-virus-11_taxid_687350.gbk,Torque-teno-midi-virus-6_taxid_2065047.gbk
Torque-teno-virus-11_taxid_687350.gbk,Torque-teno-midi-virus-7_taxid_2065048.gbk
Torque-teno-virus-11_taxid_687350.gbk,Torque-teno-midi-virus-8_taxid_2065049.gbk
Torque-teno-virus-11_taxid_687350.gbk,Torque-teno-midi-virus-9_taxid_2065050.gbk
Torque-teno-virus-11_taxid_687350.gbk,Torque-teno-tamarin-virus_taxid_687382.gbk
Torque-teno-virus-11_taxid_687350.gbk,Torque-teno-virus-13_taxid_687352.gbk
Torque-teno-virus-11_taxid_687350.gbk,Torque-teno-virus-20_taxid_687359.gbk
Torque-teno-virus-11_taxid_687350.gbk,Torque-teno-virus-21_taxid_687360.gbk
Torque-teno-virus-11_taxid_687350.gbk,Torque-teno-virus-23_taxid_687362.gbk
Torque-teno-virus-11_taxid_687350.gbk,Torque-teno-virus-24_taxid_687363.gbk
Torque-teno-virus-11_taxid_687350.gbk,Torque-teno-virus-2_taxid_687341.gbk
Torque-teno-virus-11_taxid_687350.gbk,Torque-teno-virus-5_taxid_687344.gbk
Torque-teno-virus-13_taxid_687352.gbk,Torque-teno-midi-virus-10_taxid_2065051.gbk
Torque-teno-virus-13_taxid_687352.gbk,Torque-teno-midi-virus-11_taxid_2065052.gbk
Torque-teno-virus-13_taxid_687352.gbk,Torque-teno-midi-virus-12_taxid_2065053.gbk
Torque-teno-virus-13_taxid_687352.gbk,Torque-teno-midi-virus-13_taxid_2065054.gbk
Torque-teno-virus-13_taxid_687352.gbk,Torque-teno-midi-virus-14_taxid_2065055.gbk
Torque-teno-virus-13_taxid_687352.gbk,Torque-teno-midi-virus-15_taxid_2065056.gbk
Torque-teno-virus-13_taxid_687352.gbk,Torque-teno-midi-virus-1_taxid_687379.gbk
Torque-teno-virus-13_taxid_687352.gbk,Torque-teno-midi-virus-2_taxid_687380.gbk
Torque-teno-virus-13_taxid_687352.gbk,Torque-teno-midi-virus-5_taxid_2065046.gbk
Torque-teno-virus-13_taxid_687352.gbk,Torque-teno-midi-virus-6_taxid_2065047.gbk
Torque-teno-virus-13_taxid_687352.gbk,Torque-teno-midi-virus-7_taxid_2065048.gbk
Torque-teno-virus-13_taxid_687352.gbk,Torque-teno-midi-virus-8_taxid_2065049.gbk
Torque-teno-virus-13_taxid_687352.gbk,Torque-teno-midi-virus-9_taxid_2065050.gbk
Torque-teno-virus-13_taxid_687352.gbk,Torque-teno-tamarin-virus_taxid_687382.gbk
Torque-teno-virus-13_taxid_687352.gbk,Torque-teno-virus-11_taxid_687350.gbk
Torque-teno-virus-13_taxid_687352.gbk,Torque-teno-virus-20_taxid_687359.gbk
Torque-teno-virus-13_taxid_687352.gbk,Torque-teno-virus-21_taxid_687360.gbk
Torque-teno-virus-13_taxid_687352.gbk,Torque-teno-virus-23_taxid_687362.gbk
Torque-teno-virus-13_taxid_687352.gbk,Torque-teno-virus-24_taxid_687363.gbk
Torque-teno-virus-13_taxid_687352.gbk,Torque-teno-virus-2_taxid_687341.gbk
Torque-teno-virus-13_taxid_687352.gbk,Torque-teno-virus-5_taxid_687344.gbk
Torque-teno-virus-20_taxid_687359.gbk,Torque-teno-midi-virus-10_taxid_2065051.gbk
Torque-teno-virus-20_taxid_687359.gbk,Torque-teno-midi-virus-11_taxid_2065052.gbk
Torque-teno-virus-20_taxid_687359.gbk,Torque-teno-midi-virus-12_taxid_2065053.gbk
Torque-teno-virus-20_taxid_687359.gbk,Torque-teno-midi-virus-13_taxid_2065054.gbk
Torque-teno-virus-20_taxid_687359.gbk,Torque-teno-midi-virus-14_taxid_2065055.gbk
Torque-teno-virus-20_taxid_687359.gbk,Torque-teno-midi-virus-15_taxid_2065056.gbk
Torque-teno-virus-20_taxid_687359.gbk,Torque-teno-midi-virus-1_taxid_687379.gbk
Torque-teno-virus-20_taxid_687359.gbk,Torque-teno-midi-virus-2_taxid_687380.gbk
Torque-teno-virus-20_taxid_687359.gbk,Torque-teno-midi-virus-5_taxid_2065046.gbk
Torque-teno-virus-20_taxid_687359.gbk,Torque-teno-midi-virus-6_taxid_2065047.gbk
Torque-teno-virus-20_taxid_687359.gbk,Torque-teno-midi-virus-7_taxid_2065048.gbk
Torque-teno-virus-20_taxid_687359.gbk,Torque-teno-midi-virus-8_taxid_2065049.gbk
Torque-teno-virus-20_taxid_687359.gbk,Torque-teno-midi-virus-9_taxid_2065050.gbk
Torque-teno-virus-20_taxid_687359.gbk,Torque-teno-tamarin-virus_taxid_687382.gbk
Torque-teno-virus-20_taxid_687359.gbk,Torque-teno-virus-11_taxid_687350.gbk
Torque-teno-virus-20_taxid_687359.gbk,Torque-teno-virus-13_taxid_687352.gbk
Torque-teno-virus-20_taxid_687359.gbk,Torque-teno-virus-21_taxid_687360.gbk
Torque-teno-virus-20_taxid_687359.gbk,Torque-teno-virus-23_taxid_687362.gbk
Torque-teno-virus-20_taxid_687359.gbk,Torque-teno-virus-24_taxid_687363.gbk
Torque-teno-virus-20_taxid_687359.gbk,Torque-teno-virus-2_taxid_687341.gbk
Torque-teno-virus-20_taxid_687359.gbk,Torque-teno-virus-5_taxid_687344.gbk
Torque-teno-virus-21_taxid_687360.gbk,Torque-teno-midi-virus-10_taxid_2065051.gbk
Torque-teno-virus-21_taxid_687360.gbk,Torque-teno-midi-virus-11_taxid_2065052.gbk
Torque-teno-virus-21_taxid_687360.gbk,Torque-teno-midi-virus-12_taxid_2065053.gbk
Torque-teno-virus-21_taxid_687360.gbk,Torque-teno-midi-virus-13_taxid_2065054.gbk
Torque-teno-virus-21_taxid_687360.gbk,Torque-teno-midi-virus-14_taxid_2065055.gbk
Torque-teno-virus-21_taxid_687360.gbk,Torque-teno-midi-virus-15_taxid_2065056.gbk
Torque-teno-virus-21_taxid_687360.gbk,Torque-teno-midi-virus-1_taxid_687379.gbk
Torque-teno-virus-21_taxid_687360.gbk,Torque-teno-midi-virus-2_taxid_687380.gbk
Torque-teno-virus-21_taxid_687360.gbk,Torque-teno-midi-virus-5_taxid_2065046.gbk
Torque-teno-virus-21_taxid_687360.gbk,Torque-teno-midi-virus-6_taxid_2065047.gbk
Torque-teno-virus-21_taxid_687360.gbk,Torque-teno-midi-virus-7_taxid_2065048.gbk
Torque-teno-virus-21_taxid_687360.gbk,Torque-teno-midi-virus-8_taxid_2065049.gbk
Torque-teno-virus-21_taxid_687360.gbk,Torque-teno-midi-virus-9_taxid_2065050.gbk
Torque-teno-virus-21_taxid_687360.gbk,Torque-teno-tamarin-virus_taxid_687382.gbk
Torque-teno-virus-21_taxid_687360.gbk,Torque-teno-virus-11_taxid_687350.gbk
Torque-teno-virus-21_taxid_687360.gbk,Torque-teno-virus-13_taxid_687352.gbk
Torque-teno-virus-21_taxid_687360.gbk,Torque-teno-virus-20_taxid_687359.gbk
Torque-teno-virus-21_taxid_687360.gbk,Torque-teno-virus-23_taxid_687362.gbk
Torque-teno-virus-21_taxid_687360.gbk,Torque-teno-virus-24_taxid_687363.gbk
Torque-teno-virus-21_taxid_687360.gbk,Torque-teno-virus-2_taxid_687341.gbk
Torque-teno-virus-21_taxid_687360.gbk,Torque-teno-virus-5_taxid_687344.gbk
Torque-teno-virus-23_taxid_687362.gbk,Torque-teno-midi-virus-10_taxid_2065051.gbk
Torque-teno-virus-23_taxid_687362.gbk,Torque-teno-midi-virus-11_taxid_2065052.gbk
Torque-teno-virus-23_taxid_687362.gbk,Torque-teno-midi-virus-12_taxid_2065053.gbk
Torque-teno-virus-23_taxid_687362.gbk,Torque-teno-midi-virus-13_taxid_2065054.gbk
Torque-teno-virus-23_taxid_687362.gbk,Torque-teno-midi-virus-14_taxid_2065055.gbk
Torque-teno-virus-23_taxid_687362.gbk,Torque-teno-midi-virus-15_taxid_2065056.gbk
Torque-teno-virus-23_taxid_687362.gbk,Torque-teno-midi-virus-1_taxid_687379.gbk
Torque-teno-virus-23_taxid_687362.gbk,Torque-teno-midi-virus-2_taxid_687380.gbk
Torque-teno-virus-23_taxid_687362.gbk,Torque-teno-midi-virus-5_taxid_2065046.gbk
Torque-teno-virus-23_taxid_687362.gbk,Torque-teno-midi-virus-6_taxid_2065047.gbk
Torque-teno-virus-23_taxid_687362.gbk,Torque-teno-midi-virus-7_taxid_2065048.gbk
Torque-teno-virus-23_taxid_687362.gbk,Torque-teno-midi-virus-8_taxid_2065049.gbk
Torque-teno-virus-23_taxid_687362.gbk,Torque-teno-midi-virus-9_taxid_2065050.gbk
Torque-teno-virus-23_taxid_687362.gbk,Torque-teno-tamarin-virus_taxid_687382.gbk
Torque-teno-virus-23_taxid_687362.gbk,Torque-teno-virus-11_taxid_687350.gbk
Torque-teno-virus-23_taxid_687362.gbk,Torque-teno-virus-13_taxid_687352.gbk
Torque-teno-virus-23_taxid_687362.gbk,Torque-teno-virus-20_taxid_687359.gbk
Torque-teno-virus-23_taxid_687362.gbk,Torque-teno-virus-21_taxid_687360.gbk
Torque-teno-virus-23_taxid_687362.gbk,Torque-teno-virus-24_taxid_687363.gbk
Torque-teno-virus-23_taxid_687362.gbk,Torque-teno-virus-2_taxid_687341.gbk
Torque-teno-virus-23_taxid_687362.gbk,Torque-teno-virus-5_taxid_687344.gbk
Torque-teno-virus-24_taxid_687363.gbk,Torque-teno-midi-virus-10_taxid_2065051.gbk
Torque-teno-virus-24_taxid_687363.gbk,Torque-teno-midi-virus-11_taxid_2065052.gbk
Torque-teno-virus-24_taxid_687363.gbk,Torque-teno-midi-virus-12_taxid_2065053.gbk
Torque-teno-virus-24_taxid_687363.gbk,Torque-teno-midi-virus-13_taxid_2065054.gbk
Torque-teno-virus-24_taxid_687363.gbk,Torque-teno-midi-virus-14_taxid_2065055.gbk
Torque-teno-virus-24_taxid_687363.gbk,Torque-teno-midi-virus-15_taxid_2065056.gbk
Torque-teno-virus-24_taxid_687363.gbk,Torque-teno-midi-virus-1_taxid_687379.gbk
Torque-teno-virus-24_taxid_687363.gbk,Torque-teno-midi-virus-2_taxid_687380.gbk
Torque-teno-virus-24_taxid_687363.gbk,Torque-teno-midi-virus-5_taxid_2065046.gbk
Torque-teno-virus-24_taxid_687363.gbk,Torque-teno-midi-virus-6_taxid_2065047.gbk
Torque-teno-virus-24_taxid_687363.gbk,Torque-teno-midi-virus-7_taxid_2065048.gbk
Torque-teno-virus-24_taxid_687363.gbk,Torque-teno-midi-virus-8_taxid_2065049.gbk
Torque-teno-virus-24_taxid_687363.gbk,Torque-teno-midi-virus-9_taxid_2065050.gbk
Torque-teno-virus-24_taxid_687363.gbk,Torque-teno-tamarin-virus_taxid_687382.gbk
Torque-teno-virus-24_taxid_687363.gbk,Torque-teno-virus-11_taxid_687350.gbk
Torque-teno-virus-24_taxid_687363.gbk,Torque-teno-virus-13_taxid_687352.gbk
Torque-teno-virus-24_taxid_687363.gbk,Torque-teno-virus-20_taxid_687359.gbk
Torque-teno-virus-24_taxid_687363.gbk,Torque-teno-virus-21_taxid_687360.gbk
Torque-teno-virus-24_taxid_687363.gbk,Torque-teno-virus-23_taxid_687362.gbk
Torque-teno-virus-24_taxid_687363.gbk,Torque-teno-virus-2_taxid_687341.gbk
Torque-teno-virus-24_taxid_687363.gbk,Torque-teno-virus-5_taxid_687344.gbk
Torque-teno-virus-2_taxid_687341.gbk,Torque-teno-midi-virus-10_taxid_2065051.gbk
Torque-teno-virus-2_taxid_687341.gbk,Torque-teno-midi-virus-11_taxid_2065052.gbk
Torque-teno-virus-2_taxid_687341.gbk,Torque-teno-midi-virus-12_taxid_2065053.gbk
Torque-teno-virus-2_taxid_687341.gbk,Torque-teno-midi-virus-13_taxid_2065054.gbk
Torque-teno-virus-2_taxid_687341.gbk,Torque-teno-midi-virus-14_taxid_2065055.gbk
Torque-teno-virus-2_taxid_687341.gbk,Torque-teno-midi-virus-15_taxid_2065056.gbk
Torque-teno-virus-2_taxid_687341.gbk,Torque-teno-midi-virus-1_taxid_687379.gbk
Torque-teno-virus-2_taxid_687341.gbk,Torque-teno-midi-virus-2_taxid_687380.gbk
Torque-teno-virus-2_taxid_687341.gbk,Torque-teno-midi-virus-5_taxid_2065046.gbk
Torque-teno-virus-2_taxid_687341.gbk,Torque-teno-midi-virus-6_taxid_2065047.gbk
Torque-teno-virus-2_taxid_687341.gbk,Torque-teno-midi-virus-7_taxid_2065048.gbk
Torque-teno-virus-2_taxid_687341.gbk,Torque-teno-midi-virus-8_taxid_2065049.gbk
Torque-teno-virus-2_taxid_687341.gbk,Torque-teno-midi-virus-9_taxid_2065050.gbk
Torque-teno-virus-2_taxid_687341.gbk,Torque-teno-tamarin-virus_taxid_687382.gbk
Torque-teno-virus-2_taxid_687341.gbk,Torque-teno-virus-11_taxid_687350.gbk
Torque-teno-virus-2_taxid_687341.gbk,Torque-teno-virus-13_taxid_687352.gbk
Torque-teno-virus-2_taxid_687341.gbk,Torque-teno-virus-20_taxid_687359.gbk
Torque-teno-virus-2_taxid_687341.gbk,Torque-teno-virus-21_taxid_687360.gbk
Torque-teno-virus-2_taxid_687341.gbk,Torque-teno-virus-23_taxid_687362.gbk
Torque-teno-virus-2_taxid_687341.gbk,Torque-teno-virus-24_taxid_687363.gbk
Torque-teno-virus-2_taxid_687341.gbk,Torque-teno-virus-5_taxid_687344.gbk
Torque-teno-virus-5_taxid_687344.gbk,Torque-teno-midi-virus-10_taxid_2065051.gbk
Torque-teno-virus-5_taxid_687344.gbk,Torque-teno-midi-virus-11_taxid_2065052.gbk
Torque-teno-virus-5_taxid_687344.gbk,Torque-teno-midi-virus-12_taxid_2065053.gbk
Torque-teno-virus-5_taxid_687344.gbk,Torque-teno-midi-virus-13_taxid_2065054.gbk
Torque-teno-virus-5_taxid_687344.gbk,Torque-teno-midi-virus-14_taxid_2065055.gbk
Torque-teno-virus-5_taxid_687344.gbk,Torque-teno-midi-virus-15_taxid_2065056.gbk
Torque-teno-virus-5_taxid_687344.gbk,Torque-teno-midi-virus-1_taxid_687379.gbk
Torque-teno-virus-5_taxid_687344.gbk,Torque-teno-midi-virus-2_taxid_687380.gbk
Torque-teno-virus-5_taxid_687344.gbk,Torque-teno-midi-virus-5_taxid_2065046.gbk
Torque-teno-virus-5_taxid_687344.gbk,Torque-teno-midi-virus-6_taxid_2065047.gbk
Torque-teno-virus-5_taxid_687344.gbk,Torque-teno-midi-virus-7_taxid_2065048.gbk
Torque-teno-virus-5_taxid_687344.gbk,Torque-teno-midi-virus-8_taxid_2065049.gbk
Torque-teno-virus-5_taxid_687344.gbk,Torque-teno-midi-virus-9_taxid_2065050.gbk
Torque-teno-virus-5_taxid_687344.gbk,Torque-teno-tamarin-virus_taxid_687382.gbk
Torque-teno-virus-5_taxid_687344.gbk,Torque-teno-virus-11_taxid_687350.gbk
Torque-teno-virus-5_taxid_687344.gbk,Torque-teno-virus-13_taxid_687352.gbk
Torque-teno-virus-5_taxid_687344.gbk,Torque-teno-virus-20_taxid_687359.gbk
Torque-teno-virus-5_taxid_687344.gbk,Torque-teno-virus-21_taxid_687360.gbk
Torque-teno-virus-5_taxid_687344.gbk,Torque-teno-virus-23_taxid_687362.gbk
Torque-teno-virus-5_taxid_687344.gbk,Torque-teno-virus-24_taxid_687363.gbk
Torque-teno-virus-5_taxid_687344.gbk,Torque-teno-virus-2_taxid_687341.gbk
